"PFF_Cecum_11"	"PFF_Cecum_12"	"PFF_Cecum_13"	"PFF_Cecum_14"	"PFF_Cecum_15"	"PFF_Cecum_16"	"PFF_Cecum_17"	"PFF_Cecum_18"	"PFF_Cecum_19"	"PFF_Cecum_1904"	"PFF_Cecum_1906"	"PFF_Cecum_1907"	"PFF_Cecum_1908"	"PFF_Cecum_1910"	"PFF_Cecum_1913"	"PFF_Cecum_1914"	"PFF_Cecum_1917"	"PFF_Cecum_1920"	"PFF_Cecum_1921"	"PFF_Cecum_1937"	"PFF_Cecum_1938"	"PFF_Cecum_1941"	"PFF_Cecum_1942"	"PFF_Cecum_1943"	"PFF_Cecum_1944"	"PFF_Cecum_1945"	"PFF_Cecum_21"	"PFF_Cecum_25"	"PFF_Cecum_27"	"PFF_Cecum_28"	"PFF_Cecum_30"	"PFF_Cecum_32"	"PFF_Cecum_35"	"PFF_Cecum_36"	"PFF_Cecum_37"	"PFF_Colon_11"	"PFF_Colon_12"	"PFF_Colon_13"	"PFF_Colon_14"	"PFF_Colon_15"	"PFF_Colon_16"	"PFF_Colon_17"	"PFF_Colon_18"	"PFF_Colon_19"	"PFF_Colon_1904"	"PFF_Colon_1906"	"PFF_Colon_1907"	"PFF_Colon_1908"	"PFF_Colon_1910"	"PFF_Colon_1913"	"PFF_Colon_1914"	"PFF_Colon_1917"	"PFF_Colon_1920"	"PFF_Colon_1921"	"PFF_Colon_1937"	"PFF_Colon_1938"	"PFF_Colon_1941"	"PFF_Colon_1942"	"PFF_Colon_1943"	"PFF_Colon_1944"	"PFF_Colon_1945"	"PFF_Colon_1946"	"PFF_Colon_21"	"PFF_Colon_25"	"PFF_Colon_27"	"PFF_Colon_28"	"PFF_Colon_30"	"PFF_Colon_32"	"PFF_Colon_35"	"PFF_Colon_36"	"PFF_Colon_37"
"PWY-1861"	6137.1597	1483.6601	2686.5888	3226.5484	2086.5895	5708.8042	2342.781	14868.6587	2238.7474	3493.4249	4617.3363	3445.2654	2907.9412	2547.6996	3970.1966	3317.2882	2736.9066	4145.3101	4628.3963	4334.5895	5746.3439	1543.5477	1102.2467	3252.4467	4386.3173	3220.7167	7131.049	1910.3038	7670.324	13161.6493	4739.824	5595.0451	6974.6108	9167.4918	2037.2802	3796.6986	2199.9438	1034.9438	855.826	1544.5111	7212.7206	506.282	3166.6796	2496.1236	2657.7868	2607.2272	1715.6314	2375.8115	1518.101	1116.7655	1379.9464	1829.3078	1582.3489	2637.3775	878.3784	4455.1839	1355.2722	689.1071	1859.1413	1436.2708	1446.2716	718.9698	3674.6316	1104.6133	4835.5116	3006.6159	1039.7747	3078.6537	2817.906	11213.6455	834.4273
"PWY-2941"	6370.9483	7885.5591	4803.6702	20157.6418	5313.3055	15581.6821	25529.5657	69456.3756	30065.3753	13964.5786	9195.3042	9670.6738	14216.2313	13128.5609	17568.8946	8873.8549	6517.3612	16768.6791	10269.1387	14612.0257	4950.8879	14574.472	17850.7584	13636.3484	9566.0102	16162.6729	26605.7933	23330.7731	30305.4465	16717.153	12805.2437	6575.6345	10045.0228	6566.6408	16502.1814	22822.3893	17550.7102	11788.3465	27316.6695	5357.6406	31589.961	13604.9343	26609.0881	22627.2382	24096.426	11155.7565	12640.0348	14363.4622	22834.9375	16809.6744	12940.4105	10501.3297	14830.3114	10301.1604	12947.5981	8965.1583	24732.6974	18993.4724	20287.248	12950.6365	14581.1679	10894.0489	19947.8694	25080.0913	20826.4236	28382.5968	12137.2479	14092.8028	11789.7996	8337.148	22038.4557
"PWY-2942"	25146.905	26484.5343	22371.0738	31683.6882	27227.1368	24560.0039	48736.554	86975.3129	33802.6694	21882.4852	30966.6545	22931.2553	20675.1617	23587.1014	25617.7192	22327.6134	18416.8856	29971.8405	26003.7993	27427.552	18558.269	22036.0325	22595.4704	20004.1243	22773.7253	23470.0384	35471.0677	29295.1002	41279.8335	33547.1431	25507.5899	18255.4599	23654.4108	28784.7137	32333.3948	29177.9556	32592.6558	19462.1316	30606.9411	21716.6373	35614.4008	19661.6136	30252.8378	26420.1835	31637.321	22392.3887	17434.3907	18860.453	27134.5904	18845.1986	18346.231	17629.992	17630.1953	21599.5505	16231.7736	14835.063	30904.1449	21870.232	25928.7967	19827.0285	16948.7797	17641.5563	24401.5979	28020.9162	30978.7128	32063.1195	14445.522	19055.0375	22161.6813	36047.5078	28020.3995
"PWY-3001"	25406.4783	25454.0299	22487.1393	27436.7476	26708.488	21407.532	43301.6587	67010.7785	21784.1976	17912.7962	30698.7019	22016.5327	17034.1472	20258.591	21376.7508	22037.0774	17904.3866	25628.1085	24620.834	24851.4354	18671.4537	18080.9606	17471.4087	16792.7199	22099.7215	19608.6078	27892.6317	22457.7571	32745.4946	30880.9052	23404.5415	17233.3483	22993.9828	25676.3821	29966.268	23391.2412	29226.8849	17558.7155	19205.2367	21450.1629	24210.1033	15484.7082	20115.6693	18772.3588	23926.8715	21005.8057	14010.958	14784.4893	18038.7202	11390.7475	15217.5439	15576.5057	11994.1733	20006.4173	12270.6774	14126.9586	23229.7396	14948.1841	20250.2773	17432.765	11920.7142	16114.244	18266.799	17789.0066	26152.4363	21127.6762	10304.8227	15480.8038	21286.764	30986.9899	21564.1848
"PWY-3781"	2195.0925	1564.2608	2621.0752	2914.506	3535.46	4461.4121	2007.5206	8774.107	984.7965	1867.4293	4040.1497	4848.6594	2497.9557	537.9328	5034.816	5538.6933	1365.2478	660.6481	1749.3371	772.8805	99.6909	708.0508	3814.7684	4447.1907	5736.3351	3162.9025	1703.2	878.9935	4540.4507	4233.3623	4056.2586	2093.5251	1416.6007	7214.1024	3737.5419	1917.5965	1207.8386	280.4869	230.5514	2449.5382	1023.6454	438.009	1483.0941	698.9553	1047.1797	1869.5977	2993.6293	1109.6418	121.519	440.4785	972.3877	730.7837	39.9061	9170.5996	563.1321	238.7635	362.5576	1595.2404	1775.3575	677.2386	165.0074	834.6387	713.5055	155.4195	2640.8551	314.9997	346.2681	688.2168	912.9862	4463.344	2118.2472
"PWY-4361"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-4984"	2975.5237	868.9589	2454.1159	1253.4313	2940.2487	2267.0195	4160.7484	9413.6476	2398.0133	420.9381	4378.4212	3821.1457	1624.4029	2230.119	2096.0582	3569.5223	3729.9635	3545.959	4121.9822	3632.731	765.8127	1053.5759	1199.5771	1295.7262	1601.8012	2034.5102	1508.8656	816.4805	1250.0715	1303.0666	470.6186	1637.0547	4536.9085	918.3435	2649.9592	5170.4492	671.7238	4280.6711	1600.6338	2562.7963	1631.7508	2478.638	2506.348	2137.7492	1111.9549	3841.456	2416.0025	1733.2672	3905.6243	511.6697	3061.4177	3784.7362	2800.1653	1919.6519	1661.399	1117.7709	1783.7891	1170.8579	2611.8759	2137.2462	1161.5687	3854.5327	1355.4142	1819.6351	1122.9722	2473.7063	535.3172	3021.4231	7039.0338	2137.2331	3742.1304
"PWY-5005"	0	0	0	0	0	0	0	7.1982	131.3997	38.8403	0	39.5162	22.7547	0	112.5759	303.9415	0	16.1695	0	0	0	0	0	57.9351	0	0	0	0	0	0	0	14.3769	0	0	0	0	0	0	0	0	0	0	0	103.0468	91.8701	37.1267	51.4264	22.1524	0	133.4979	201.3033	6.597	19.142	35.9051	0	0	0	0	0	0	0	0	0	0	0	0	11.9791	43.6382	0	0	0
"PWY-5022"	1434.2816	1363.3911	1260.4136	2363.1419	1610.3595	2425.526	2520.5138	8143.0806	815.8491	1552.8309	2587.9939	2059.4886	1278.993	774.1412	2441.9284	2458.0446	1294.065	1079.7444	1367.0325	811.6088	471.5015	1232.118	1755.7048	2143.5403	2376.3505	2425.6291	2020.1913	1030.9575	3975.2568	3132.444	2666.2409	1503.7726	1292.8625	1810.7593	2662.6157	906.8145	1263.9767	418.4748	280.4992	1176.7331	5565.4994	587.3471	1599.3671	676.4106	1176.1695	1339.2866	1423.4332	807.7717	281.3409	448.6381	1137.789	1197.2779	259.0845	1046.9044	410.7437	704.4111	687.4061	749.5449	1510.4652	828.0555	1018.4989	533.8764	937.3222	234.1156	2783.4658	635.3829	352.3177	831.6564	542.8374	2330.709	1213.4217
"PWY-5028"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5097"	25774.4892	27503.3618	22860.7739	31760.252	27930.982	24534.7933	48249.2523	86802.8139	33659.8995	21831.4164	31035.6324	22840.8468	20643.944	23558.3365	25518.5242	22229.0406	18308.0769	29877.2971	25803.7109	27323.1058	19272.4505	22036.4521	22528.0947	19924.2567	22736.8337	23314.8372	35408.7056	29288.6344	41175.749	33755.8288	25695.5859	18288.3653	23597.151	28631.8678	32115.3892	29026.1615	32805.0062	19366.1607	30512.3162	21765.8393	35596.1318	19439.097	30183.4946	26304.5574	31501.7287	22353.2075	17317.341	18820.8879	26962.4282	18768.8229	18212.0906	17496.4085	17430.5304	21423.3799	16131.0966	14739.943	30821.6494	21766.8429	25770.3319	19688.7567	16877.0446	17468.6796	24348.2987	27886.812	30863.1093	31960.4455	14372.3309	18893.5384	21919.3301	35792.5271	27801.0193
"PWY-5100"	27502.8117	30343.6442	23382.6341	33395.7901	27247.5906	25219.3553	57104.7437	108894.7105	43059.6545	23381.5342	31689.5845	24931.8297	24010.5885	30402.5568	27008.8679	22982.7288	20159.3111	37527.4809	29126.0828	31088.9724	20146.7068	25298.5024	25696.2713	20635.5801	24857.7921	24643.6731	42230.7439	35213.0235	48454.2081	37004.3255	30737.168	21607.1737	29411.7023	32184.3736	35657.4129	32750.5932	36480.1183	18081.8691	39068.5074	21819.3698	44453.4593	24873.6241	39952.7251	32740.2522	37272.2675	21795.7691	19335.582	23077.487	38048.0674	24085.7267	19611.799	20426.9521	26173.6029	22522.8561	19316.4734	14422.3667	38638.5921	26445.8422	30112.1123	18773.8554	20595.9649	15015.512	29898.1359	34937.99	33673.1139	41177.7122	17831.9926	22137.0468	23769.3425	38153.5359	33780.707
"PWY-5101"	30598.6737	31148.6974	26817.2136	30170.2352	32843.6059	24261.5159	48516.7738	67238.04	17359.8838	19464.2166	36285.2785	25064.1047	18297.7384	22794.8429	23155.9542	25231.65	20439.2594	29729.6835	28465.0632	28928.4711	22307.2152	20804.7508	16900.5591	18173.8912	25724.9984	21424.1586	29200.0414	22291.8704	35579.4067	36803.0225	27508.5958	21264.2787	27365.0819	29818.394	33677.4981	22730.1743	34230.0747	18723.5972	15109.1198	26149.6963	19996.0792	15757.1646	17307.1517	15939.8923	21468.8623	24272.8256	13927.5598	14616.0289	16101.8882	8704.6263	15376.8959	16592.1147	10160.0325	22644.9909	11903.533	15315.2605	22849.2897	12400.5454	19586.0417	18457.6672	10145.5132	16774.5744	17381.1489	13910.6178	28876.186	17230.8677	9025.0788	15456.9006	23309.7563	37080.7247	20606.568
"PWY-5103"	25639.3375	26291.3465	22734.9242	25414.2785	27664.008	19973.031	41087.6095	53515.3201	14265.3412	16018.0118	30445.2176	20964.0472	15225.7385	19371.4647	19167.707	21210.7536	17175.9205	24138.3869	23877.8585	24147.9985	19031.6308	16841.7423	14162.7088	15105.388	21591.001	17548.2688	23250.962	18198.4965	29403.3545	30315.1705	22993.6526	17138.0089	22304.5426	24317.2721	28813.0295	18861.1336	28693.0782	15888.7254	12662.7999	21882.7755	15728.7428	13250.3492	13724.684	13155.5153	17877.3418	20001.1884	11701.9699	12087.0431	13497.4859	7179.8447	12920.7362	13901.0482	8269.0511	19076.6877	9943.9415	13199.7761	18410.7623	10402.3785	16436.9086	15629.9034	8316.4775	14401.6762	13854.622	11560.7604	24141.549	14211.0954	7527.7496	12313.5855	19620.7327	28487.1578	17381.7379
"PWY-5104"	29052.9129	29726.256	25042.6048	28527.0069	30739.4048	22817.1565	46981.209	63444.4796	16137.3946	18595.7701	34014.0458	24135.1511	17484.1661	21785.1791	22057.7151	23827.874	19236.5344	28383.6178	26963.686	27495.8715	21363.1369	19478.0231	15522.4421	17309.6215	24564.7841	20062.609	27435.4236	20306.6489	34106.8969	34755.327	26590.7008	20389.595	26867.8253	29281.7372	31758.5601	20017.6374	32445.9208	16985.499	13616.6142	24191.7184	17194.334	15226.7434	16358.9371	14819.8199	20411.4946	22188.3262	12881.3462	13882.6424	14955.3159	8117.9325	14199.2604	15475.8092	9570.2829	20884.3191	10930.0064	13910.069	21267.823	11054.3528	18160.6966	16956.4245	9006.9469	14769.7831	16219.2804	12186.5144	27717.6502	15627.8136	8320.5345	14335.432	21766.3931	35553.8935	18593.6553
"PWY-5121"	22267.9031	23510.6309	19918.0118	23465.2286	23788.7898	18009.615	39947.304	51250.9931	15205.5603	16106.1394	26529.9059	19254.369	14427.3113	18803.9959	17937.4701	19031.1295	15852.2571	23173.446	22020.1679	21946.2566	16549.3471	15539.0009	13504.2073	14009.1431	18949.0432	16239.2811	22232.7829	17198.7868	27166.6287	26334.468	20677.9086	15520.4168	20241.893	25258.4643	26428.2916	17478.2112	26182.3794	14690.3101	13518.9154	18869.0434	16068.6916	13972.7525	14308.5801	13556.2921	20085.0879	17731.9477	11492.67	11819.9909	15097.2358	8309.0582	12510.7095	13485.6774	9706.7858	17775.0139	9700.612	12014.0886	18078.0702	10555.0716	15811.0008	14293.9286	8409.648	13046.5364	13728.8063	11831.9156	22252.5043	14678.1776	7743.7921	12021.3303	18104.1765	30739.4883	16999.259
"PWY-5154"	11180.4879	5794.3886	8956.306	9569.1633	10741.9545	8317.605	14814.6851	21083.3871	9290.7475	6276.5904	12779.1248	9716.0702	6583.7694	4749.9907	9252.4273	9096.679	8501.0533	6399.7941	11467.1886	9085.567	7477.1701	5155.8568	7492.5823	7225.3135	9134.1403	9867.5755	9057.6357	10031.4545	11615.5186	9318.1055	6892.8057	6795.329	8894.2523	7877.1464	12030.2059	11379.8539	7307.5186	10034.526	8070.997	10733.5433	10014.2387	5819.2057	6173.2061	8426.9824	10378.968	11032.0937	8036.4704	6313.9564	8406.5908	4653.8476	8185.3634	8625.2717	4487.6014	7821.4411	5270.8182	8982.5304	6897.0555	7193.7161	10634.3662	10530.5087	4965.5331	6911.5705	6670.2358	5783.7774	10162.5711	9148.5572	4797.8024	7950.3614	12282.0145	14128.1543	11258.9068
"PWY-5177"	67.773	0	0	0	78.4885	53.2472	0	27.3568	0	0	17.9182	0	0	0	15.9211	39.5869	11.9501	15.6799	0	50.7635	0	0	17.8263	0	2.6781	39.5444	0	6.2532	18.4458	0	0	17.8638	0	0	0	260.6426	0	0	0	162.4627	191.2006	0	20.3726	3.9826	0	11.9254	5.9412	0	0	0	77.7118	30.488	13.7261	304.7499	63.4746	54.4144	0	51.2529	21.8093	21.7564	32.8976	37.1823	0	19.4904	5.4946	13.8709	17.5556	49.5675	15.7053	64.7872	132.5395
"PWY-5180"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.4	0	8.9804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.8627	0	96.2813	454.9713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5182"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.4	0	8.9804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.8627	0	96.2813	454.9713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5188"	10670.8618	15233.1489	11919.9626	11841.9957	13273.078	9059.0822	21615.2972	22255.6011	3698.1928	7498.7098	15028.6487	8811.0637	6704.9232	10901.7434	8157.6678	10525.8225	7715.8431	11841.52	10238.284	12713.1855	8056.4657	7852.9004	5441.6115	6608.0319	8908.5962	6143.7482	10330.9739	6363.717	11658.8756	14294.2689	11842.9114	8237.1653	8648.679	13226.7368	14111.999	3238.8321	15256.0241	4723.2158	2943.7406	9606.7044	3075.0611	6323.7339	5164.9789	3285.6393	6549.0409	8610.9069	3548.3921	4470.8865	4684.6442	2186.6162	3371.6255	5040.272	3054.497	9652.0492	4225.7636	3189.5498	7601.6766	2435.6874	5335.5447	4362.121	1407.551	2200.4262	5211.7801	1341.0221	9497.1301	3487.0949	2004.2531	3559.4023	5145.8285	11379.4471	4979.4746
"PWY-5189"	9832.0626	16878.2245	11491.3909	11380.2379	13940.8808	8544.7334	20409.3238	20935.0429	3329.8468	7195.9917	14475.2356	8173.2576	6335.8183	11440.633	7658.8579	10044.9646	7357.39	11457.8964	9520.5932	12084.7369	7429.2142	7681.3397	5096.7137	6220.2874	8115.6162	5564.3902	9683.9295	6004.5984	10810.4542	13816.4775	11038.5166	7683.9995	7563.9803	12929.897	14767.2813	3045.6491	17281.0512	4442.8879	2715.1581	10280.9131	2522.6805	5958.5254	4792.7434	2978.8447	6334.8743	8207.7786	3303.6095	4158.0299	4632.1316	2032.8439	3054.5645	4763.2351	2929.413	9288.5628	3965.2638	2868.0222	7506.6219	2212.153	4926.3716	3898.0631	1223.9353	1998.6022	4766.796	1179.636	8741.2734	3268.7839	1804.5705	3293.8531	4609.8836	10933.1706	4995.4087
"PWY-5198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5265"	57.1503	0	0	104.8967	0	0	0	470.3719	0	125.0634	30.5138	374.753	0	0	0	186.5875	0	177.976	0	0	0	123.3641	0	0	0	108.5761	0	0	64.5767	0	89.2898	0	706.9404	40.4614	0	704.1936	0	0	0	0	699.2021	0	225.8403	23.2066	294.8788	83.2989	0	99.3039	43.9373	0	152.3586	72.8573	954.5525	335.4066	0	75.9434	0	21.6169	51.8006	54.7519	134.03	0	232.7349	0	33.5244	52.9817	0	430.3743	1101.5844	92.141	380.7102
"PWY-5304"	1138	1024	1488	1702	1742	2636	1670	5400	514	1138	2808	2642	1374	356	2806	3448	740	618	1061.4	1314.6	792	512	2030	2592	3368	1572	896	580	3384	2744	2510	1172	808	4560	2556	891.4	706	433.4	217.8	1023.8	429.75	344	894	512	604	950	1526	580	279	194.6	454.6	591.7	143.4	556	855	135.2	376	716	816	944	179	876.6	368	457	2248	471.6	182.8	356.6	1921	2434	712
"PWY-5345"	668.8904	540.0664	635.637	329.572	5451.6194	1416.5922	4751.4059	4648.9535	1460.5532	745.3836	1096.9033	1865.3278	799.1097	1202.4374	1833.8865	703.5208	1168.1472	1954.2131	2492.3572	3989.8489	1030.1644	1300.6966	2471.8699	1604.7614	2589.7232	891.3926	28.9005	902.1387	2180.7311	1004.214	523.5173	852.4738	1740.4018	1706.1305	1692.4501	1476.9988	860.7034	1166.0594	340.4901	4961.1907	1613.6697	2158.5919	974.7566	1212.8693	949.617	1966.9973	1279.4692	708.7712	1488.2566	348.9105	857.9254	1037.7696	929.7025	3227.4378	3387.0725	1544.7181	1419.9196	2134.8613	3359.2169	3834.6238	734.4381	1664.1937	319.2639	972.7131	1663.8945	715.532	353.6012	888.8809	3010.4731	2748.2842	1579.2327
"PWY-5347"	3961.3008	13894.4996	487.2975	526.5941	9825.664	1772.6529	7166.5191	6585.8687	2219.4121	1541.4912	3313.2665	2569.7654	1888.5686	8662.8246	1032.6686	1753.03	3237.0877	9031.3453	7484.8527	2445.171	2851.2388	2542.0117	903.2672	623.1753	2008.3342	425.7975	2301.1628	909.0104	2371.94	3115.0862	2379.1927	2205.8992	2541.2336	2164.6583	11816.1168	1737.8036	16338.5767	276.2751	208.0296	8162.035	2124.1894	3796.0369	2050.1291	1854.8021	3159.1504	1727.1688	2039.9073	2586.7268	11876.7826	1995.6245	621.2752	4078.4779	6718.7429	5797.1188	647.8037	3808.6898	3729.1253	549.1291	660.095	1763.8233	145.4289	1831.049	1200.1766	1705.2538	1689.9593	2122.8069	286.9237	953.372	5296.7145	2956.9509	4004.0881
"PWY-5384"	790.5286	317.9852	1281.1057	707.1861	2107.4269	961.1661	2793.6114	4241.7771	899.8824	513.7406	3845.6539	2312.8592	1493.0848	4684.5958	491.3833	1975.0121	2048.9576	4783.8609	2917.4541	1226.8174	1573.8024	1153.5799	709.0782	433.3631	667.6935	89.1846	2981.4182	911.3903	1050.314	2504.7786	1117.0267	1003.819	2852.3374	1237.645	1078.3219	587.2557	286.7027	606.9165	439.1626	1847.1766	546.1728	1756.0676	949.4357	956.4198	433.2073	2066.595	1638.7893	1566.8654	7875.7666	554.0672	1506.469	2295.7198	4125.1397	2047.9534	1775.4494	1470.7734	1438.3927	804.0618	1325.568	1593.7729	136.8662	378.6517	1453.207	145.0941	972.7735	1074.9332	433.7988	1464.3598	2052.3852	1160.9315	559.1883
"PWY-5415"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4372	0	3.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5387	0	4.8814	118.7018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.0955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5419"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5420"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.3535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5431"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.0955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5484"	20947.6224	19107.8868	17625.4087	32261.1804	21705.9137	25456.7113	49967.9057	86771.7375	29396.7307	22252.244	26693.4656	22909.3179	21394.498	24502.8713	26539.4579	21318.4386	18569.9591	31314.6932	27061.5685	27633.106	14701.9338	21732.8794	22566.2539	20782.2827	22008.9156	24026.335	35009.2959	28445.4591	41160.0207	31214.4169	24626.4011	15984.6292	22291.5316	25478.2678	32723.7393	28801.7618	30976.5307	20065.4547	26500.1777	19220.8643	32260.5715	20558.535	27380.2862	24204.2188	31622.207	22676.8914	18066.3929	19040.5691	25677.877	16240.4798	18422.1271	18901.5601	16891.6272	22264.3781	15501.1714	14870.062	29412.2128	19790.8058	25363.5523	20015.1898	15576.1339	18296.3812	23348.0881	23740.5247	31051.2925	28125.1641	13569.3549	18818.2297	23122.595	28294.138	28030.7896
"PWY-5505"	22177.7952	26966.0236	21313.8957	23054.5718	23573.0627	15866.8368	37601.8655	42655.5492	7970.3603	13594.6583	26116.8731	16087.0739	12966.9346	20058.7024	13336.4664	16642.8454	14299.21	22373.1635	19942.8066	21823.8495	17123.6736	15231.8254	9399.6729	10649.3937	15812.0983	11527.8138	20921.6334	13677.8107	23099.6098	27398.5288	20827.1719	14935.0016	20476.6628	20985.0027	25446.3575	8419.8522	29077.1772	9761.6218	6962.6875	17440.451	5858.5945	11331.6872	10732.114	7249.5551	12666.3504	14864.744	6135.2652	9582.8563	10190.2131	3590.7645	6335.7776	9929.2548	6440.0963	17012.8881	6272.2869	7291.5873	15759.1882	3919.4746	9036.0132	7556.8922	3126.1684	4177.1059	11340.6787	3039.2463	19235.9941	8933.2194	4512.6692	7160.8815	11318.0743	22176.5592	9705.961
"PWY-5507"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.3259	344.3902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.2636	0	0	0	0	0	0	0	0	0	0	0	0	0	95.4943	59.9386	0	0	0	547.5093	80.4549	0	613.6709	0	0	0	0	65.6683	46.7723	0	0	0	0	0	0	0	300.8937	0	0	0
"PWY-5509"	10874.14	14404.656	10711.7545	9573.7907	13674.4369	6666.1708	14206.8582	18935.1885	4312.8008	5729.414	15446.9976	7899.1003	5631.5461	10471.6104	6328.4074	9826.2469	7161.7265	11533.5471	10067.0588	8312.7386	7673.6385	7628.214	5124.6512	4576.5896	8954.8322	5836.5765	9372.2093	5555.7135	11640.2789	12970.4473	8595.7983	6583.2049	10697.757	6140.352	12445.6422	5563.6039	15121.616	4459.551	3216.9207	10812.5556	5548.777	4243.827	4622.7252	3803.148	5683.6054	8941.1405	3076.2799	4283.615	4784.5022	1750.4565	4454.1654	4950.4984	2481.0333	8029.666	3000.2388	2792.6571	7339.8248	2716.123	4371.3458	4845.4174	1897.7594	4739.5416	5254.1541	1754.577	9428.0558	5309.382	2562.8457	4006.4353	6382.1614	8631.9698	5388.9495
"PWY-5531"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4208	0	0	3.0905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592.5326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.3316
"PWY-5532"	0	0	0	0	0	33.7914	0	0	0	0	0	0	0	0	0	0	0	0	0	34.0294	0	0	0	0	0	0	0	0	0	0	0	5.9286	0	0	0	0	0	0	0	0	88.5791	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6197	0	0	0	0	4.8058	0	0	0	0	0	0	0	35.75	11.8972	0	36.6616
"PWY-5651"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5659"	14218.378	10526.6887	11041.7712	16759.6189	15149.3273	13780.3605	28745.8271	41246.5212	13491.2711	10774.0513	15730.8226	15244.206	10879.4678	10910.4565	15016.2479	13521.8978	11691.8139	14990.826	15234.1958	15850.5696	11070.7149	9500.7636	11558.115	11875.6794	13608.9019	13697.2682	14219.3457	13199.5761	20124.1438	16813.0867	13664.4912	11213.0541	15627.8379	16809.4704	17952.0173	17518.8976	15654.523	13567.7709	11990.5016	13303.6729	11966.8093	11751.2215	11845.8014	12250.9748	13889.553	13374.6185	11115.7959	9322.3691	12464.307	6762.7588	11909.3221	11553.5904	7537.6823	14238.7135	9670.0397	11124.2218	12078.7194	10423.1907	15726.8093	13613.5136	7914.6314	13451.7982	9565.8461	11594.0743	16840.0221	12373.0955	6459.1629	11602.4528	18133.8607	21789.1713	15875.8543
