"Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.856.CEC_S172_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.CEC_S125_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.CEC_S279_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz"
"PWY-6519"	459.058588870907	0	125.234213160914	140.176090410457	695.955243205869	106.043750005857	0	92.9658027043076	330.974627697997	127.349046732149	187.301084744449	0	45.40541840174	138.038785984705	115.626377477234	296.736371298314	0	71.7596546485722	380.063491943994	212.176103813345	154.777124653403	70.9911591641383	357.370958738837	173.61565742333	209.403462538327	206.800605278448	177.105945162501	333.732090954493	4263.38474280701	190.553346793826	346.737802543281	332.633471420485	324.892198088477	174.705223909737
"PWY-6545"	3497.59567658116	772.275507456027	1115.30405681218	1889.15517319428	3078.03753270102	1535.80114711508	592.952578106016	1620.95273672654	2217.99331016254	830.57563337048	1379.74404363176	1290.32707147247	501.195132619374	457.820424684455	1342.70182906818	861.284376415491	504.802240668173	1275.80193619255	1107.81210811685	1599.29837022259	1689.48508911452	643.075693592527	111.811426240608	1456.01061222393	1153.20755026932	832.152875844452	1072.24825406668	1636.55733388586	2790.94452979654	1233.86065764759	1243.03002619324	1801.80682672489	800.764427050134	1245.33252117651
"PWY-6562"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999749317690176	0	0	0	0	0	0	0	0	0	0	0
"PWY-6572"	1113.04843269162	215.929083386628	293.670421414443	129.980673468212	1323.65940163724	999.117148905319	97.6392663633993	459.616954905357	270.849185918754	526.154875064627	487.57726928047	114.992453162512	139.266442442627	124.546899168922	130.141348922182	286.695203028934	208.986365813014	177.364741126571	347.577281495135	308.891622511747	339.849509601741	240.767354440256	387.75564380755	169.660700472398	406.461672693562	508.65549048826	418.437015674618	518.476313866039	7368.31554748374	322.269335914346	550.49405137509	980.409691772363	287.330375379835	331.273572183778
"PWY-6588"	3959.86336054659	353.030666987868	817.280770709323	2269.96475616323	2413.77785495883	404.255848343355	362.817607122898	1488.09871870747	902.73422396432	290.949647176151	1871.77361252095	719.613710215295	289.736344667279	518.093560204474	583.894284427659	434.252571998805	700.850513515511	780.07342587501	695.081769530326	789.093422627075	1302.48485069313	826.188903626265	189.170781597408	19.9490961485991	967.373951058795	663.682429817016	701.416151691586	556.045392685458	79.9853014630624	360.291345533262	1143.83592220156	2592.7172920433	137.654443827766	1470.51340512803
"PWY-6590"	80.3482053695346	6.74498406982447	0	31.3734705044139	629.591141317154	657.408572699023	0	0	0	0	378.627477245987	0	26.8064368276733	53.7143556148575	22.3342158874738	22.344008749671	0	26.7995480141615	8.97642205537795	0	53.1958838343623	162.146159530995	4.47588402695344	17.7922607378925	101.301017180313	0	0	0	79.7777843498675	17.9240588357816	0	13.4756965011812	0	0
"PWY-6608"	9761.68016224179	1140.71221037603	3488.27277071296	5412.58188521868	3663.84218354808	1269.6003423875	1347.79548867064	4950.99576255912	3413.93499459547	1127.89139369183	3095.09954079345	3365.25045691394	613.497175189803	1043.92197329723	2658.09276892512	2863.66909039205	3674.98220107271	1971.14620488297	2334.95578446413	2235.8276222179	3312.87321408841	1902.3077276543	784.601443275142	1347.6186398261	2234.48545200925	2542.63789863007	2393.61309911503	4036.28637508996	10677.6460950793	2001.49883111141	3043.4918982426	4581.95900892749	1106.19060174768	4270.26715323334
"PWY-6609"	22528.1788424491	11396.4006457637	10530.5606924802	16814.8214678474	18809.1417195653	9245.16975254366	4995.69390861532	12394.9039780084	11749.7226948009	7601.51341694361	10951.1507476618	9057.50633614005	6025.83857506232	12855.993855581	9494.85169642096	11860.7893922859	9611.1951727059	8861.48002894493	10614.7499048174	12056.9699248923	13067.0695347005	6536.56925566932	6014.40803818136	6386.33414626699	9657.77867506851	8920.57507706229	9009.77938628722	12911.5401278956	11989.4644561203	8848.25902769163	9585.05777392103	14630.850662431	5815.85681257661	9763.2064970023
"PWY-6612"	9122.42919326969	5873.67822186773	3795.35290120179	4476.7200649784	9129.16176370219	4385.45043811547	2551.97421869281	5978.8153995853	5404.20118586906	2923.55596370937	5064.98897031377	3708.49524383947	2193.52688909123	3552.49480604633	2991.75647776907	2978.4653012487	2523.42991728131	3292.58317059937	3121.40997239238	4016.34598035353	4424.67278782958	2405.09569918034	1550.23461960092	2934.69472212752	3858.5953101106	4001.08159114933	4166.99343651113	4267.10084501805	12293.371755433	3964.52168368182	3770.29752318281	6910.43082432517	2513.47042845988	3306.60059231651
"PWY-6628"	1002.29084122584	201.972100078186	254.936774480155	280.218421054687	2608.06491740298	1649.69275121915	126.7518431088	1022.42199788876	471.724246957754	2097.16588046431	612.08755906683	330.684925607537	249.265543668618	274.701609976252	421.328186580346	433.978270189429	156.484149689922	609.435298384731	620.979949221741	2835.82321741858	1446.54003776526	344.937506265799	382.347649305858	2130.10195960596	607.134397583196	615.295144032474	427.648583461954	1414.00890970797	2917.93143732113	1737.92719475265	281.912038950086	1470.3878927757	3273.09805024908	482.054423532842
"PWY-6629"	0	0	0	0	0	0	0	0	0	0	0	0	0	71.6194392906016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238.938094990002	0	0	0	0	0
"PWY-6630"	1000.70831695727	201.893982994168	254.661905734824	280.17292121071	2592.87521795142	1633.33777748324	126.628599064042	1015.857106228	470.025898757645	2049.52096009457	611.154457263892	330.426116161026	249.054105860507	274.653999713957	420.448398553682	433.008957329288	156.389841956151	607.284472089242	619.015338012596	2793.97851679771	1436.39806493963	344.431583967413	378.950620099088	2092.50387473554	605.639568876291	613.142710402247	426.861259644218	1400.51110724969	2902.79671001956	1720.03035948852	281.65522875391	1467.1677301582	3225.3470061486	480.746387455149
"PWY-6690"	0	0	0	0	0	0	0	0	0	0	0	0	0	6.54545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.1345454545455	0	0	0	0	0
"PWY-6700"	7513.25083007127	3546.68394435426	3593.98736450159	4263.98934344855	9118.97577306647	4386.37039629837	2078.3501051185	5828.69179249181	6225.78777395511	4780.69477584748	4661.79341468263	3248.20535239066	1627.09469160739	1728.97820701696	3037.23528833861	4135.26970775725	2392.52139314947	4411.6228738651	4830.4510452376	5744.4172646815	5745.55040572744	2595.5455798297	2808.94398339866	3138.76029741095	3563.42501380865	3702.66195196093	3683.07628227186	4556.59413485712	11378.9904237582	4690.41262478787	4912.16809212582	6765.11995622965	2105.38012010414	3494.7248730639
"PWY-6703"	6006.89080815643	2606.51722783395	2713.31319935534	2873.44321265462	6668.75118267086	3203.13816705784	1578.46233965836	4617.12385392461	4928.01570594089	3685.58701281019	3502.58970276714	2412.87561906476	1215.40526241981	1295.47314257468	2141.13354363243	3027.672851017	1826.48253609138	3387.17334434028	2932.66666843139	3749.44326851146	3928.71861299996	1878.63633336043	1477.74225079192	2499.94430702901	2721.12251171414	2773.22509159436	2717.25979595589	3424.81464436602	9809.02696177817	3690.59706938809	3680.01444051661	5145.36590744279	1550.04868864436	2612.42978931537
"PWY-6708"	88.1328628521002	0	31.602351191032	17.376437675351	151.373437992171	26.8462425981358	1.67135481105149	0	34.5077150788986	109.123443314963	0	0	53.6646956552868	14.8049946205951	27.0633451946433	54.8126915957753	12.262340217353	26.9757781414744	19.7222957330143	24.6306150297996	397.680472597512	0	17.9577125157942	264.874437234156	225.617985399425	181.29472489939	121.23392928145	391.25565044504	71.1560648621084	0	17.2415558278332	14.8965634341027	0	94.7727796071226
"PWY-6728"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6737"	21201.2548242176	12794.0440036575	9787.91188677105	15967.5578449029	18648.4339385002	8006.92280977752	5209.13597613023	11539.3326945467	11222.8842205261	7930.48982111617	10838.1808224327	9816.9078155588	6029.79476390479	13987.5127206371	7272.33602314337	9722.20391137659	8002.04451151263	9220.7574385127	8252.46879418763	10543.1907468503	10758.7024938834	6156.33105663211	3375.81271977049	6028.63781874732	9027.66643371043	8734.85519343096	9322.22921433943	9807.15903847688	16862.9863544237	9262.52060110716	10383.6376804289	16024.5506263021	6042.14896152248	8899.69872796529
"PWY-6749"	184.405499483294	87.6382654723995	224.224543293986	361.952562963262	612.753974837497	29.9432345682181	9.98829017072512	77.6622462044047	52.4956828993123	382.207747577898	110.032041751505	69.6973774988437	73.4950952689146	0	297.91316144578	338.399152054159	39.2324565674495	175.852398132942	139.423890685656	86.2847790424112	364.896547761677	49.1232202232169	63.610245532157	75.4263942381564	181.881569703176	117.709784118694	147.239406242358	727.315958972251	2597.56267076863	372.341281184665	38.5681333995369	122.72551986327	15.9735452658728	388.263351145889
"PWY-6876"	0	0	0	0	0	0	0	0	0	0	0	0	0.659955179596354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6891"	604.999040758727	134.665281681731	85.5090804271014	275.032025917627	356.364478440934	316.00041423554	41.1783296822235	350.491512577461	563.556506730221	73.7324018804371	343.42931606568	951.011133029477	84.1706726324279	173.908281631263	98.9496312409728	123.075818707695	108.33288878581	224.368515501113	249.887284852142	286.435570943297	241.856685875771	89.4960802097195	0	75.7894791945076	227.480187265973	125.224559935618	146.252077437861	118.281043513888	1284.76788622902	323.877356588722	401.960855966233	832.057533605979	52.2382724288257	145.50143502108
"PWY-6892"	10557.3357484494	2539.29852990591	4962.67621968017	5870.58896212591	9140.6514052199	5002.04713536184	2302.18268356695	6307.10048345464	6752.67534072617	4794.02065332584	5255.79919231263	4538.65590624836	1971.1244649411	2325.50100787476	3179.78797039455	5314.72762069108	3474.78673360819	5069.67711611055	4047.5926662664	5587.93882616589	6507.96442210787	2895.16445122769	2034.12103998543	3341.54956128907	4138.8630608496	4852.34745945089	5133.23101928891	4927.58229387295	11944.2897201997	5240.73372501884	5627.34177486888	8647.1450826428	2816.02887809218	3970.69200183605
"PWY-6895"	2351.83883848036	577.259107472626	391.479594917681	1063.91334908921	1529.12373687468	1201.91728623555	190.115891655845	1425.53095427061	2089.2328285983	346.823558800594	1343.59826546623	2072.41055884734	357.786031364088	665.642404765712	434.963491145437	548.595472318319	456.360397321027	925.234223167575	989.599470867543	1155.94420364583	1027.30303065543	388.05515682583	0	344.886555318515	931.078834609736	551.299952365084	630.903764630081	539.95257011528	4513.79697459207	1267.39514306574	1435.09973237426	2709.37603361852	238.638318734652	620.049873243683
"PWY-6897"	12903.3893213405	5377.14599808278	6267.28595225748	10695.1042364656	10180.990015198	5047.57184195613	2711.94456510676	6772.08003816986	6432.31365282417	4759.16173273405	7258.11117052876	5893.47194173392	2925.31412948485	6384.33911458637	4845.37498903216	6556.31054288841	4959.66266781744	5280.4648562281	4242.07372049418	4732.12228010572	7291.73945534124	4051.1953929525	2291.66883365778	3408.95792437103	4702.30412621821	4722.09292387712	5234.22050926176	7064.55242433222	11658.7282101739	5355.97517116643	6311.06942388612	10338.170747715	3116.04533942429	4648.11376452896
"PWY-6901"	11105.0525348973	2625.33892871258	4975.308098038	6538.64585700621	10337.1115629828	5695.17156849513	1510.18689623834	5597.78433522107	4278.61807490524	3890.53356719465	5654.37625648452	2549.02820437943	1689.88046949232	4792.62011147685	4616.186974713	5426.87532071383	3417.38430558318	2523.52466302297	4135.27303014768	3480.50351351689	5842.7996138713	3206.56629012358	3520.57066130296	2026.04746257922	3327.66961972051	3014.87924052814	2823.75987157665	7121.37585353126	12062.8372583152	4033.97519711294	3771.18857672098	5521.51683208313	2708.99053003244	3359.67795611672
"PWY-6906"	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6255218915001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6944"	0	0	0	0	4.64352494416537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6969"	10303.6451305068	3797.10331947129	3965.3003230767	4176.04239304867	10682.6555259853	5010.9170743386	2164.12987054867	5990.13520788671	6508.40460128232	4619.88557661231	5633.97401952509	3374.62534580538	1978.6290764631	2357.87036089817	3506.17422841047	3864.68141973359	2694.38163759902	4192.87206504004	4137.3190972641	5476.85649683987	5348.73068983746	2928.50265244197	1623.70586490993	3247.48048476143	4310.24550829363	4215.58700061022	4306.64426738743	5165.47981221339	14811.6085086715	5008.12903346522	4781.59901345672	7416.54759006116	2707.15203685009	4053.36828369813
"PWY-7003"	6409.01410262585	786.607997700487	1752.1250874317	2539.1752197145	4636.72552370549	1040.31249865484	759.409427841944	2492.2815217698	1986.22401653404	719.86198475301	2129.99563128526	1639.2028972459	729.604800300457	1037.58988193094	1317.61796489152	1129.38540734344	1199.75763169217	1669.47438435421	1415.46684252808	1878.79914977173	2513.7462802875	1404.78106565263	448.189924773068	58.700613904489	2062.6631525912	1587.30074036271	1655.18896310531	1370.89759930347	234.367995383901	703.889190308264	2163.33829824995	1301.63038041064	331.512327708345	2823.77814217613
"PWY-7007"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7013"	1594.58695512424	253.433700536786	214.420982465326	1169.32628094424	227.01424511705	101.669865833018	29.9271965999194	437.727728115009	496.128161050655	1645.21253144498	624.433100084631	304.36180943067	93.4932826463379	11.995866380758	386.743241070482	291.584296409559	360.117133115908	488.486157198372	357.53823702416	556.004640667649	2191.10900892762	314.466449620844	0	186.095398218262	271.255843704881	333.772860658569	561.634300700169	222.715564359211	0	1315.04716844088	85.6662059779342	813.874736398843	0	253.744959053059
"PWY-7090"	125.418415678182	39.1075124331587	38.3558671361532	81.3169648236009	147.507163045097	69.6019810714275	12.4907966426152	75.940138523896	74.996713068197	69.8535441578892	67.6942870638813	35.1359632286829	32.5450128276666	0	60.1006404008885	64.108150414685	19.8605546489065	85.378999680113	57.5008687353295	70.8001433844949	70.9935476823052	50.7210521662964	7.6761383737098	8.02674633660549	51.4014835919142	25.3728002978576	60.8184334571208	169.844559253428	0	64.8276499654251	56.0566754765331	217.944889921958	0	59.3341420972381
"PWY-7094"	40.5582625551597	0	0	8.17431440899497	22.7628938134628	0	0	0	0	0	19.5134699236923	0	0	0	9.57262176481018	0	0	9.11832645384352	4.89604460017566	0	23.4468037064237	0	1.05862897974671	0	0	0	0	0	0	11.0114146513776	0	0	0	0
"PWY-7097"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7098"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7111"	27172.5188238937	13838.7961019645	12045.4192742459	18424.135590996	22598.8371611539	9547.24246690423	6032.5869137603	13767.764782644	13781.4025125604	9141.70549103053	13106.2083007638	11717.9354766667	6865.98642897872	15373.7021381993	8510.54248083935	11725.2110902904	9772.66548954706	10948.4046514123	9561.5761249572	12104.7311836341	12709.4009792347	7280.50704901192	3586.13853433125	6765.69221668994	10668.4358764314	10418.1155502302	10979.4596558996	12515.2593579994	21111.788041121	10821.1728960785	11985.1858478217	18295.8890719724	6382.21407195147	11102.7149003128
"PWY-7159"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7184"	7620.13907228435	1643.91207479812	3418.125954195	3513.34433352373	8154.11620169997	5280.24073141076	1180.23151757475	3717.23190896612	4581.78550025784	3167.77501138202	3417.67589337914	2599.2182178351	1948.86350647467	2584.25729145188	4083.39434237612	4833.26351360301	2014.9373886224	2756.2857730499	3206.68552972497	6143.31190147827	4235.97490492222	2041.16065471312	3301.00452519124	2206.04916715987	3653.77919966976	3731.37161111257	3406.6217147568	5833.67590373724	8296.71559071317	2739.23556454865	2583.41062821457	3131.74819107693	1942.16562871132	4400.48725839893
"PWY-7187"	10448.4559801101	2540.09686466212	4469.6438517626	5541.27777933663	10499.1607890232	6127.19567159127	1726.13535459419	5011.77402668175	5749.13776527596	4227.96686428905	4931.06362418096	3558.26203026332	2712.25807210565	4022.50614146764	5219.8705696592	6177.31409621907	2994.84953394626	3801.74417128304	4584.77163123112	7520.75526885322	6054.47351948793	2913.2977177616	4157.36772465605	3037.44816087059	4859.96267939146	4646.31258560269	4375.98877265164	7193.34376872694	8769.03772692209	3989.01272550519	3559.00686682585	4866.86885191413	2830.86843537435	5341.93274074516
"PWY-7196"	10965.4073851358	2653.44732776143	5124.71849388142	5181.71794381548	11610.3010953863	7021.11835933908	1792.78480535135	5443.17381402147	6687.77381433808	4386.20929747124	4955.47780613134	4020.68222019861	2982.05560144329	4023.90244373005	5278.88681855883	6679.29328608789	2914.80829850765	4135.81838648833	4418.53026030157	8137.22945066366	5759.03701919605	2937.26856868404	3977.11364438785	3017.82676528137	5287.55974007604	5435.11282712632	5131.70557035248	7639.24796012433	13837.3516676887	3906.56046718217	4122.18534082054	4771.86114017459	2692.11222705285	6191.47900005067
"PWY-7197"	6910.51967613805	1409.94562377386	3029.29244329649	3218.1567002666	7321.94157524889	4755.74797071593	1031.71447855099	3240.97493376863	4039.26711180867	2738.086417845	3091.59605244902	2311.49015611267	1770.87046721831	2299.97561729751	3673.31078467072	4341.44522597054	1765.57240377638	2439.40497460514	2861.05749317626	5569.82158737982	3740.49356786179	1840.73221275567	2895.89981314913	1982.93838825503	3304.50657359516	3306.52454689686	3038.31050858858	5179.87173298	11056.3118141599	2409.01603958194	2270.13109959102	2818.72351035243	1784.6517552894	3982.02466021011
"PWY-7198"	0	0	0	0	0	27.8914185360831	0	0	0	0	0	0	1.15450264210631	17.4160143522575	0	0	0	0	0	0	0	0	72.3713537456107	0	0	0	0	0	1439.35450728376	0	0	0	0	0
"PWY-7199"	12737.6626421539	5481.44137094227	5723.48961288016	8076.77844299459	13063.0999296839	6115.19236680333	3049.7383121307	7396.77723762015	7224.12443759329	5838.55346728587	6601.24617991193	4518.78521680503	3387.24958158343	5988.47301596715	5314.68702277102	6865.20846088162	4625.73200808951	5816.94189136629	6739.709107359	7852.05940459367	8447.51417555154	3998.52686650907	3682.88966048712	3569.83392826511	5927.86074746986	5629.02110888495	5504.89037803342	7010.53469629208	8768.4334022835	6332.23044838925	5464.77341913054	8131.55692494187	3255.15356657414	5519.20184448244
"PWY-7200"	8335.17799643573	1991.68910631963	3673.64471422143	4162.72271353979	8803.08321928295	5227.82842964433	1396.45405219635	4190.72357985693	4850.49454024246	3515.34721542903	3860.479042221	2767.37101161475	2132.47352133633	2971.54608650394	4202.09567914161	5111.54610035811	2337.44311973814	3168.33854642183	3750.45952216864	6301.32094297576	4886.48576943508	2327.65250939529	3314.3694454959	2404.72480821284	3962.22372619509	3915.428606861	3631.89884372629	5833.57596287808	8128.17913117561	3220.36909615495	2905.29262256318	3766.71050731451	2142.86083883189	4418.4862828617
"PWY-7208"	25284.8941603552	13955.4473793644	11377.8754783266	18513.3545111232	23440.3137102226	11506.1262442686	5815.86631854681	13410.8829002871	13194.4459780573	10584.284497384	13298.9715332894	10695.9636198086	7359.73842675969	16671.712029946	10705.3920310731	13281.3456524229	9487.96405649827	10586.6963479843	11605.583114605	14415.8066504097	15686.672529433	7773.68726726491	7939.73869274736	7344.9019416753	11327.811194991	10381.3811793524	10513.4493797062	14659.2766929216	16253.7285198317	11731.4752622269	11098.8038437866	16680.0168153181	6800.47896087308	10732.8385235833
"PWY-7210"	0	0	0	0	0	39.730699521755	0	0	0	0	0	0	1.64869274013668	24.7736876405572	0	0	0	0	0	0	0	0	102.185378896833	0	0	0	0	0	1891.67068527346	0	0	0	0	0
"PWY-7211"	3800.24639239126	857.001091709495	1232.66733729031	2437.07313762015	3884.94200031991	1682.97945034933	470.39419051433	2129.96099123173	2315.76213249473	2097.92191165974	2657.36969949145	881.791838676693	1256.03820750742	1472.9460358694	2316.44568520637	1544.51199798945	651.377965182186	1203.30611458315	1387.05717965864	1950.76392624021	1939.5910625142	1070.47211221489	744.043593803649	412.493727513582	2399.26480166021	1244.0315799103	1308.58553413075	2610.20609214473	7611.27532325349	2018.02469563237	1133.25607339379	2411.12443243146	686.135595861431	1196.94624177269
"PWY-7219"	23593.0337118453	13650.7097769341	10662.6047954242	17604.6225245298	22180.0301126101	10615.7736193542	5587.64087999905	12565.1726707116	12490.4950018923	9729.50445191115	12575.8465085589	10348.019769939	6992.88960870281	15698.4470090275	9625.97598521917	12152.1882401468	8711.83419655836	10079.3820106899	10589.301767115	13370.4096597288	14190.489704424	7290.17618853219	6812.47929702761	6761.55592154002	10665.0295901376	9863.44236595475	10123.1281409871	13149.9015375742	15527.1431096867	10916.0245422661	10974.2506130966	16698.4318568975	6391.08676187557	10134.3852923082
"PWY-722"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-7220"	21190.0696835894	7589.34255949688	8868.32818843486	13334.3340829862	21036.0388806462	11051.2649929737	4437.55276729206	12121.2151989578	11168.9034795802	12166.8722491392	11012.4440167908	7874.40550561534	4848.75158032771	9681.71620201247	11583.2147901461	12314.7486807949	8980.01003353793	8365.04617514467	11366.1655140804	13602.8884765456	18228.5422625075	6674.92707157521	8770.53066313226	7167.00548844897	9185.25568416978	9024.93342321401	8151.5807566278	15880.7254309395	16914.0101827999	11570.7798603054	7123.64147891446	11160.038507686	5437.98066622784	9423.71942321843
"PWY-7221"	21780.0730497118	11665.3462049834	9693.00194950673	15333.1756843264	20217.0104650505	9792.92167728568	4904.87270644273	11416.8130309647	11506.7211319632	8876.20672281296	11186.5059897187	9250.42163468909	6198.01556898043	13634.6928851569	8977.61915550577	11212.2153551655	8066.98896236627	8973.42999929188	9611.82492260438	12409.3720846289	13073.0607621897	6511.46616597891	6585.74012038918	6175.60086833741	9693.67520035912	9116.39694292741	9171.44800574819	12551.3870648682	16275.6749453747	9702.36567232455	9485.16419190752	14277.5205390637	5782.22110248894	9441.00669799538
"PWY-7222"	21190.0696835894	7589.34255949688	8868.32818843486	13334.3340829862	21036.0388806462	11051.2649929737	4437.55276729206	12121.2151989578	11168.9034795802	12166.8722491392	11012.4440167908	7874.40550561534	4848.75158032771	9681.71620201247	11583.2147901461	12314.7486807949	8980.01003353793	8365.04617514467	11366.1655140804	13602.8884765456	18228.5422625075	6674.92707157521	8770.53066313226	7167.00548844897	9185.25568416978	9024.93342321401	8151.5807566278	15880.7254309395	16914.0101827999	11570.7798603054	7123.64147891446	11160.038507686	5437.98066622784	9423.71942321843
"PWY-7228"	9925.85545745458	2335.77764199084	4564.45260279755	4631.44835888323	10505.7268149536	6566.83573393701	1599.67680055052	4933.72237947438	6029.82711655208	4099.24095382583	4449.54384702632	3558.166302734	2597.31423006296	3542.91923902219	5076.73322268534	6149.56636009529	2684.38681025794	3672.52794499621	4079.99477423856	7609.21391751636	5410.05211170765	2655.86931196191	3973.42156285987	2822.67345497126	4733.42583557935	4904.22486947992	4535.91320405014	7347.37875203138	13684.7698135677	3586.60372745323	3560.16933589438	4190.12691201368	2471.5674333546	5649.469729813
"PWY-7229"	23413.1409930261	11626.5923822495	10334.7510676426	16639.9091528311	22202.1010844001	10824.1293670008	5356.25432240588	12671.9877508785	12284.7600219588	10428.9918245643	12372.3825918038	9802.53385597683	6415.69051851816	13922.1834605764	10205.5781071659	12384.7424266668	9002.30855623222	9750.64175787242	10923.882402036	13537.7280394868	15353.4849489373	7259.77523509273	7479.15680660424	6990.0426339307	10411.0141126221	9788.62252407198	9702.43867070282	13945.6500366802	16073.829978209	11295.0444811487	9832.09841330148	15097.16574492	6244.18674153831	10086.5586067665
"PWY-7234"	11055.3564518164	2900.22659267374	5995.95162392078	7026.33375030194	10969.2800054569	7397.66896788734	2008.10558912733	5547.80467515707	6420.21255775032	4463.41712373009	5227.18294628156	4511.9055673761	3750.85948021003	5372.10315539719	5986.8025014391	7895.31851210771	3361.01104322264	4576.55892306266	6033.19626589512	9905.46039310532	7166.89995718638	3537.14803697032	4633.69960303192	2841.63085551915	6157.48280780877	6102.94437201627	5606.15093762548	8254.23053903624	6322.23328392971	3638.81047330331	4212.77103373047	2425.74382070506	2995.71102864055	6984.24179114369
"PWY-7237"	1867.5	198.5	724	676.3	1246.8	895.3	186	1009.5	815.75	325.8	494.6	199.5	127.53	107.65	755.5	640.85	1164	317.6	531.4	353.5	846	275.6	227.25	446.5	465.25	572	541.65	1279.5	8618.95	329.85	411.5	885.5	201.5	1141
"PWY-7242"	12263.3577508811	10308.4359358013	6325.74682987484	10441.5759853534	11289.7513179171	5067.03714215891	3335.81819767048	7760.02873995914	6210.78099423364	4797.99621623905	6747.04593779299	6174.1146676883	4110.28705166567	10912.1150916895	3944.74556652998	5879.12284382625	4706.89313904594	5235.18090949745	4979.93182962417	5554.34942050446	6763.68145682805	3969.92564065421	2467.73717478699	3240.71305058367	5534.27738250302	5173.3849572549	5478.31321632082	6114.03589459381	11433.8432127268	5846.81337686015	6956.10263650376	10432.5080536844	3026.09133748837	5483.50727088926
"PWY-7254"	11.9929199734813	8.99314966459226	0	142.392659792693	819.30152266644	963.717941121482	0	38.8613571112918	0	8.98828923874381	529.89715365935	0	0	17.961348060235	0	0	0	0	0	0	29.9034398642114	222.589297577624	1.49891472565377	0	26.9154164324653	0	0	0	60.6926745400582	0	0	44.8653283386086	0	0
"PWY-7255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
